student_id,year,grade,attendance_category,attendance_rate,study_hours_per_week,study_consistency,performance_trend,screen_time_hours,homework_completion_rate,academic_risk_score,behavioral_risk_score,overall_risk_score,Buddhism_score,English_score,Geography_score,History_score,ICT_score,Mathematics_score,Science_score,Sinhala_score
STU0789,2025,10,at-risk,32.12,5.9,,,,0.2806,100,85.43,96.36,19.92,24.32,11.28,13.45,10.45,10.89,10.66,13.58
STU0790,2023,8,good,78.5,14.9,,,,0.8891,25.03,9.89,41.65,77.49,89.45,91.94,92.31,74.71,68.14,75.63,79.82
STU0790,2024,9,good,86.87,14.9,,,,0.8974,17.59,9.76,25.71,78.4,90.67,93.02,92.54,76.2,69.52,75.75,80.8
STU0790,2025,10,good,81.87,14.9,,,,0.8946,17.6,9.89,32.2,79.02,92.14,89.62,92.85,75.76,69.65,75.73,81.02
STU0791,2023,8,good,72.5,1,,,,0.5472,67.56,45.05,71.66,56.24,41.6,47.8,59.31,51.54,43.6,53.02,60.84
STU0791,2024,9,good,73.74,1,,,,0.5385,59.45,45.15,64.25,55.83,41.03,50.86,59.06,51.64,44.26,53.8,63.1
STU0791,2025,10,good,69.43,1,,,,0.5442,67.08,45.08,71.46,57.69,44.22,49.48,59.04,52.76,44.05,53.43,64.9
STU0792,2023,8,excellent,90.5,17.5,,,,0.7861,5.58,12.52,20.24,98.08,97.46,93.23,97.75,95.22,96.55,97.15,98.14
STU0792,2024,9,excellent,84.34,17.5,,,,0.7949,5.34,12.59,30.44,97.81,97.52,93.26,97.58,96.01,96.93,97.43,97.91
STU0792,2025,10,excellent,88.6,17.5,,,,0.7892,5.27,12.59,20.51,97.8,97.74,95.91,97.98,97.12,97.03,97.46,97.81
STU0793,2023,8,excellent,89,20.4,,,,0.9485,3.43,12.16,17.69,97.48,90.59,91.44,85.62,97.25,93.92,97.27,97.01
STU0793,2024,9,excellent,78.79,20.4,,,,0.9487,3.09,12.16,27.79,97.77,92.21,92.05,87.21,97.86,95.43,97.59,97.36
STU0793,2025,10,excellent,91.19,20.4,,,,0.9473,2.81,12.14,12.45,97.6,94.04,93.52,90.29,97.82,95.97,97.02,97.51
STU0794,2023,8,irregular,44.5,3.5,,,,0.4013,61.62,43,68.48,62.16,52.44,57.21,50.39,43.73,43.05,62.7,56.63
STU0794,2024,9,irregular,39.9,3.5,,,,0.4103,59.97,42.85,67.7,68.59,59.12,61.45,57.34,44.38,45.98,62.69,61.15
STU0794,2025,10,irregular,54.4,3.5,,,,0.4031,59,42.93,67.28,69.87,61.64,64.8,59.47,46.59,49.48,66.13,63.2
STU0795,2023,8,good,74,14.8,,,,0.8376,7.69,11.82,36.41,96.84,96.74,86.65,92.78,81.68,81.53,84.57,96.04
STU0795,2024,9,good,73.23,14.8,,,,0.8462,15.17,11.77,39.77,97.49,97.78,87.61,94.17,83.85,80.91,85.35,97.06
STU0795,2025,10,good,77.2,14.8,,,,0.8419,6.8,11.79,36.01,96.9,97.96,87.95,94.22,86.86,83.13,87.06,97.34
STU0796,2023,8,excellent,81,16.7,,,,0.7346,18.22,14.65,35.65,72.41,87.65,86.56,80.13,97.1,94.58,97.8,77.69
STU0796,2024,9,excellent,80.81,16.7,,,,0.7436,17.02,14.52,34.22,80.7,90.67,88.89,85.89,96.6,95.64,97.61,79.64
STU0796,2025,10,excellent,84.46,16.7,,,,0.7365,8.45,14.57,25.11,81.01,92.07,91.92,88.44,97.13,97.45,97.82,84.26
STU0797,2023,8,good,76.5,14.9,,,,0.7182,25.1,14.36,44.88,66.71,59.37,67.66,81.51,77.7,75.29,64.24,79.72
STU0797,2024,9,good,83.84,14.9,,,,0.7179,24.33,14.36,44.03,66.07,62.64,71.48,80.74,80.97,77.81,65.29,79.77
STU0797,2025,10,good,77.72,14.9,,,,0.7194,30.34,14.35,47.24,69.63,64.56,75.44,84.29,81.24,77.25,67.71,84.89
STU0798,2023,8,moderate,67,8.9,,,,0.7182,33.64,20.53,50.27,83.11,55.14,61.93,64.24,62.81,75.48,55.05,86.79
STU0798,2024,9,moderate,63.13,8.9,,,,0.7179,33.03,20.54,50,84.36,57.03,64.21,67.7,62.13,74.85,55.79,88.98
STU0798,2025,10,moderate,60.1,8.9,,,,0.7194,25.07,20.49,46.4,84.82,60.02,66.49,70.79,65.94,76.08,57.97,91.94
STU0799,2023,8,excellent,83.5,9.5,,,,0.7776,51.13,17.25,47.89,64.39,64.12,49.52,46.31,70.46,72.44,58.58,54.71
STU0799,2024,9,excellent,83.33,9.5,,,,0.7692,42.82,17.36,46.01,63.95,64.54,50.54,49.17,70.55,72.59,61.71,57.77
STU0799,2025,10,excellent,82.38,9.5,,,,0.7721,34.15,17.32,42.3,68.39,65.92,53.31,50.35,71.98,73.41,62.21,59.6
STU0800,2023,8,excellent,86.5,17.1,,,,0.9485,13.64,10.09,24.1,80.24,77.89,93.85,97.42,83.12,88.65,92.01,93.49
STU0800,2024,9,excellent,84.85,17.1,,,,0.9487,13.07,10.18,26.01,82,79.73,93.91,97.66,84.69,91.1,93.07,94.79
STU0800,2025,10,excellent,78.76,17.1,,,,0.9473,13.21,10.13,36.34,83.2,80.15,92.71,97.55,86.75,90.5,92.88,93.53
STU0801,2023,8,excellent,90.5,20.1,,,,0.9228,2.67,8.16,12.44,97.84,94.66,97.69,97.87,96.89,97.63,97.56,97.41
STU0801,2024,9,excellent,86.87,20.1,,,,0.9231,2.56,8.17,18.55,97.74,96.32,97.55,98.28,97.14,97.69,97.46,97.51
STU0801,2025,10,excellent,90.67,20.1,,,,0.9209,2.62,8.14,12.37,97.55,95.82,97.78,97.75,97.52,97.74,97.53,97.62
STU0802,2023,8,at-risk,26,5,,,,0.2818,100,60.44,90.11,17.82,11.59,11.9,14.27,11.91,26.13,23.19,12.54
STU0802,2024,9,at-risk,26.77,5,,,,0.2821,100,60.12,90.03,20.03,12.41,12.74,15.52,12.54,29.28,22.27,12.64
STU0802,2025,10,at-risk,21.24,5,,,,0.2806,100,60.38,90.09,21.62,12.54,13.71,15.92,12.65,29.32,24.42,14.49
STU0803,2023,8,moderate,62.5,5.4,,,,0.4363,100,49.32,87.33,38.74,45.62,32.91,44.61,45.44,20.12,34.32,41.1
STU0803,2024,9,moderate,59.09,5.4,,,,0.4359,100,49.44,87.36,42.6,49.42,37.78,47.83,48.96,22.99,38.68,43.53
STU0803,2025,10,moderate,60.1,5.4,,,,0.4387,100,49.4,87.35,45.07,55.97,41.48,50.03,53.07,26.52,42.49,48.91
STU0804,2023,8,good,80.5,9.3,,,,0.6667,30.72,17.93,39.5,88.65,54.22,89.48,93.96,76.31,66.67,78.39,83.19
STU0804,2024,9,good,74.75,9.3,,,,0.6667,30.33,18.01,48.15,87.58,54.82,90.58,93.27,76.83,68.76,80.94,83.73
STU0804,2025,10,good,76.17,9.3,,,,0.6667,22.52,17.95,43.03,88.38,58.42,94.05,94.88,80.27,70.41,80.78,85.37
STU0805,2023,8,good,81.5,9.4,,,,0.7261,10.28,16.97,35.25,88.49,95.04,83.17,73.09,96.32,77.04,97.65,91.49
STU0805,2024,9,good,75.76,9.4,,,,0.7179,17.78,17.02,42.26,93.1,96.17,86.74,75.95,96.75,78.42,97.81,94.66
STU0805,2025,10,good,76.17,9.4,,,,0.7194,17.12,17.01,41.96,92.61,96.77,89.47,80.41,97.36,81.53,97.57,95.41
STU0806,2023,8,moderate,70.5,7.9,,,,0.7604,19.27,35.4,47.52,90.16,96.24,84.52,91.4,71.27,72,75.87,95.75
STU0806,2024,9,moderate,73.23,7.9,,,,0.7692,25.7,35.35,50.4,92.64,97.37,86.63,91.03,72.15,74.44,76.26,95.08
STU0806,2025,10,moderate,71.5,7.9,,,,0.7628,18.5,35.39,47.17,92.94,96.58,86.78,92.85,74.17,75.13,77.89,96.3
STU0807,2023,8,good,75.5,10.8,,,,0.6409,32.28,13.35,44.61,79.42,69.8,83.21,61.05,91.02,73.23,89.44,50.89
STU0807,2024,9,good,76.26,10.8,,,,0.641,31.24,13.43,45.8,83.21,72.11,84.88,68.5,92.28,75.44,91.48,52.19
STU0807,2025,10,good,73.58,10.8,,,,0.6403,30.23,13.37,43.19,85.23,73.56,86.1,70.59,94.35,78.78,92.79,57.56
STU0808,2023,8,at-risk,32.5,5.5,,,,0.2818,100,59.8,89.95,12.76,29.6,42.63,29.25,52.11,33.62,29.28,31.89
STU0808,2024,9,at-risk,28.28,5.5,,,,0.2821,100,59.81,89.95,15.64,31.58,45.22,29.56,55.87,36.37,30.33,34.56
STU0808,2025,10,at-risk,31.09,5.5,,,,0.2806,100,59.77,89.94,15.63,32.93,48.74,31.93,58.28,39.02,34.34,39.34
STU0809,2023,8,moderate,67.5,10.2,,,,0.6244,32.02,20.18,49.45,89.83,56.69,77.72,73.83,87.14,68.84,90.43,67.91
STU0809,2024,9,moderate,58.59,10.2,,,,0.6154,24.35,20.18,46,92.02,60.6,80.93,77.02,87.22,69.85,93.4,69.95
STU0809,2025,10,moderate,66.32,10.2,,,,0.6232,29.95,20.17,48.52,93.88,63.67,84.63,81.22,91.06,73.57,94.3,74.76
STU0810,2023,8,moderate,64,9.9,,,,0.5558,54.99,25.47,61.11,59.14,44.27,78.46,79.36,61.53,56.49,76.76,42.5
STU0810,2024,9,moderate,74.24,9.9,,,,0.5641,53.88,25.54,60.63,62.98,46.57,80.69,83.68,62.63,59.62,78.19,46.71
STU0810,2025,10,moderate,66.84,9.9,,,,0.5613,36.3,25.54,52.72,67.23,53.56,85.29,86,67.61,61.16,81.47,51.97
STU0811,2023,8,moderate,74,7.8,,,,0.6152,37.23,41.52,55.99,67.45,67.23,55.36,66.86,62.51,62.07,63.4,64.85
STU0811,2024,9,moderate,67.17,7.8,,,,0.6154,36.07,41.44,56.59,70.94,71.15,61.82,68.39,65.05,65.26,65.06,66.32
STU0811,2025,10,moderate,62.18,7.8,,,,0.614,27.42,41.48,52.71,77.37,73.29,64.45,74.07,68.3,69.86,68.45,71.78
STU0812,2023,8,good,73.5,17.7,,,,0.8455,22.8,11.17,43.05,97.76,96.66,95.2,94.04,55.55,73.26,97.38,96.97
STU0812,2024,9,good,75.25,17.7,,,,0.8462,22.71,11.25,43.03,97.43,96.96,95.5,95.4,57.12,73.93,96.98,97.63
STU0812,2025,10,good,79.27,17.7,,,,0.8419,22.66,11.21,43,97.41,97.08,96.66,95.68,57.26,73.28,96.9,97.28
STU0813,2023,8,moderate,60.5,11,,,,0.7776,29.6,16.65,47.48,97.58,62.49,88.06,80.45,77.3,60.42,53.57,94.07
STU0813,2024,9,moderate,72.22,11,,,,0.7692,29.25,16.69,47.34,97.47,63.72,87.92,82.03,77.25,63.65,57.05,93.07
STU0813,2025,10,moderate,66.84,11,,,,0.7721,29.15,16.65,47.28,97.35,64.06,88.29,83.53,78.3,62.46,57.68,93.4
STU0814,2023,8,moderate,63.5,7.3,,,,0.6072,57.24,40.87,65.97,55.73,60.94,40.91,71.31,50.69,48.78,50.2,54.52
STU0814,2024,9,moderate,72.73,7.3,,,,0.6154,48.07,40.72,61.81,56.37,63.55,44.33,74.43,53.57,50.88,52.55,59.76
STU0814,2025,10,moderate,68.91,7.3,,,,0.614,46.43,40.8,61.1,61.46,69.8,47.06,79.41,54.49,57.42,55.46,62.15
STU0815,2023,8,excellent,84.5,23.2,,,,0.9228,3.38,13.08,27.84,97.56,95.89,96.41,98,97.34,91.35,93.79,95.51
STU0815,2024,9,excellent,85.86,23.2,,,,0.9231,3.2,13.08,26.58,97.96,96.89,96.79,97.46,97.65,91.99,94.25,96.18
STU0815,2025,10,excellent,81.87,23.2,,,,0.9209,3.14,13.07,28.29,98.3,96.21,96.89,97.76,97.19,92.82,95.07,96.59
STU0816,2023,8,good,68,13.2,,,,0.6667,30.58,15.14,47.55,71.42,76.35,76.32,57.44,87.98,86.94,82.99,73.24
STU0816,2024,9,good,71.72,13.2,,,,0.6667,29.94,15.15,47.26,75.84,78.47,77.73,59.94,89.64,87.66,84.34,75.57
STU0816,2025,10,good,78.24,13.2,,,,0.6667,29.21,15.11,46.92,75.73,78.98,79.4,63.26,90.91,89.84,86.7,77.47
STU0817,2023,8,excellent,85,18.7,,,,0.8548,27.26,35,39.46,89.93,69.99,83.6,81.73,71.06,56.87,82.62,86.86
STU0817,2024,9,excellent,86.36,18.7,,,,0.8462,26.14,35.11,36,91.19,73.22,85.92,84.85,76.11,59.6,85.94,90.03
STU0817,2025,10,excellent,82.38,18.7,,,,0.8511,25.55,35.04,41.96,92.66,75.93,87.3,85.81,77.61,61.87,87.68,89.3
STU0818,2023,8,at-risk,34.5,3.4,,,,0.3076,100,64.64,91.16,30.49,32.52,32.94,41.54,27.59,27.08,21.28,34.27
STU0818,2024,9,at-risk,25.76,3.4,,,,0.3077,100,64.73,91.18,32.69,32.99,35.83,44.15,28.92,30.41,23.8,36.86
STU0818,2025,10,at-risk,27.46,3.4,,,,0.307,100,64.61,91.15,35.49,35.24,38.33,45.86,31.56,32.31,26.87,37.61
STU0819,2023,8,good,81,10.9,,,,0.8291,25.72,14.34,40.75,84.21,73.4,89.05,78.66,96.29,84.13,93.55,56.23
STU0819,2024,9,good,74.24,10.9,,,,0.8205,25.6,14.34,45.11,86.28,73.66,89.5,77.56,95.57,84.27,94.78,56.83
STU0819,2025,10,good,80.31,10.9,,,,0.8248,25.36,14.36,42.54,87.27,72.45,89.54,79.63,96.69,84.66,94.57,55.49
STU0820,2023,8,good,77.5,18.3,,,,0.897,14.5,8.05,32.16,97.4,88.96,96.32,93.32,87.99,69.82,92.68,94.21
STU0820,2024,9,good,78.28,18.3,,,,0.8974,14.33,8.07,30.13,97.57,88.13,96.35,93.14,88.86,69.22,93.44,95.09
STU0820,2025,10,good,78.24,18.3,,,,0.8946,14.77,8.05,35.73,97.2,85.16,96.58,93.5,86.35,68.78,93.38,93.93
STU0821,2023,8,irregular,40.5,2.6,,,,0.4442,94.2,52.7,85.56,56.17,37.95,69.33,45.51,53.34,39.7,34.55,52.92
STU0821,2024,9,irregular,43.43,2.6,,,,0.4359,77.75,52.44,78.1,62.45,44.78,73.5,49.38,57.49,40.99,39.3,56.34
STU0821,2025,10,irregular,58.55,2.6,,,,0.4387,67.96,52.6,73.73,66.74,47.19,78.46,54.75,59.39,46.62,41.09,61.51
STU0822,2023,8,excellent,83.5,22.7,,,,0.8713,3.65,11.72,29.64,97.66,96.3,96.07,98.21,98.08,97.46,97.45,97.53
STU0822,2024,9,excellent,84.34,22.7,,,,0.8718,3.48,11.72,27.58,97.97,97.4,96.85,98,97.86,97.69,97.92,97.87
STU0822,2025,10,excellent,79.79,22.7,,,,0.8682,3.6,11.74,34,97.7,96.92,97.11,97.65,97.71,97.75,97.82,97.95
STU0823,2023,8,good,76,19.6,,,,0.9485,2.04,11.64,28.67,97.98,97.94,97.91,97.67,94.46,97.63,97.98,97.92
STU0823,2024,9,good,78.79,19.6,,,,0.9487,2,11.65,25.37,98,98.03,97.83,98.31,94.89,97.64,97.84,97.88
STU0823,2025,10,good,78.24,19.6,,,,0.9473,2.03,11.63,29.99,97.77,97.84,98.22,97.79,95.23,97.7,97.99,97.77
STU0824,2023,8,at-risk,25,8.6,,,,0.3333,100,40.95,85.24,41.85,33.48,47.87,50.18,36.43,48.74,63.85,41.21
STU0824,2024,9,at-risk,31.82,8.6,,,,0.3333,100,41.13,85.28,43.26,34.48,48.22,52.9,36.9,51.63,65.47,44.46
STU0824,2025,10,at-risk,29.02,8.6,,,,0.3333,96.4,41.08,83.65,44.88,36.55,48.81,53.79,41.43,53.23,67.54,47.44
STU0825,2023,8,good,77,13.8,,,,0.7861,20.12,17.96,43.55,89.76,94.31,79.15,92.13,70.64,63.83,70.13,92.21
STU0825,2024,9,good,68.18,13.8,,,,0.7949,25.88,18.06,46.16,92.29,96.79,84.05,94.39,72.17,68.79,71.9,94.53
STU0825,2025,10,good,72.02,13.8,,,,0.7892,17.66,18.02,42.45,93.78,97.07,86.63,95.29,78.64,72.46,77.62,96.01
STU0826,2023,8,excellent,82.5,21.1,,,,0.8713,3.48,13.98,33.03,97.62,97.8,97.5,97.84,97.41,98.03,97.83,97.73
STU0826,2024,9,excellent,86.36,21.1,,,,0.8718,3.43,13.8,29.46,97.86,97.79,97.9,97.78,97.76,97.96,97.73,97.88
STU0826,2025,10,excellent,83.94,21.1,,,,0.8682,3.53,13.9,29.13,97.96,97.83,97.36,98.06,97.63,97.63,97.75,97.98
STU0827,2023,8,irregular,45,10.5,,,,0.6152,20.44,17.71,43.62,94.98,73.39,91.33,74.2,95.13,92.88,96.31,84.85
STU0827,2024,9,irregular,44.95,10.5,,,,0.6154,19.96,17.71,43.41,94.68,76.15,91.27,78.09,95.67,94.24,96,87.1
STU0827,2025,10,irregular,44.56,10.5,,,,0.614,19.71,17.7,43.3,95.14,75.68,93.16,80.7,97.06,94.2,96.56,86.75
STU0828,2023,8,good,76,21.2,,,,0.7776,17.39,31.74,42.4,93.72,94.35,88.5,88.69,84.24,76.36,85.75,94.52
STU0828,2024,9,good,81.82,21.2,,,,0.7692,17.34,31.79,41.17,93.75,94.68,88.61,92.32,85.87,77.65,85.47,93.51
STU0828,2025,10,good,79.79,21.2,,,,0.7721,16.72,31.73,39.5,94.11,94.8,89.7,92.46,86.46,81.22,87.69,94.21
STU0829,2023,8,excellent,86.5,15.5,,,,0.9485,3.13,9.98,18.44,97.67,97.37,85.55,97.78,93.21,97.76,90.57,97.33
STU0829,2024,9,excellent,87.88,15.5,,,,0.9487,2.76,9.98,16.18,97.77,98.1,89.08,97.61,95.18,97.79,92.41,97.37
STU0829,2025,10,excellent,91.19,15.5,,,,0.9473,2.44,9.97,12.64,97.95,98.01,91.82,97.96,96.73,97.8,94,97.27
STU0830,2023,8,excellent,78.5,16,,,,0.8376,14.7,12.79,34.13,96.82,88.97,84.63,95.52,97.02,82.34,94.91,92.77
STU0830,2024,9,excellent,83.84,16,,,,0.8462,14.31,12.88,25.66,96.66,88.69,84.81,95.83,97.57,84.18,95.54,94.9
STU0830,2025,10,excellent,81.87,16,,,,0.8419,14.35,12.82,26.97,96.66,88.87,86.32,96.59,97.17,84.09,94.67,94.46
STU0831,2023,8,excellent,88.5,19.6,,,,0.9148,2.6,10.58,23.33,97.84,97.67,97.84,97.59,97.63,97.82,97.93,97.75
STU0831,2024,9,excellent,89.39,19.6,,,,0.9231,2.45,10.48,19.45,98.12,97.6,97.83,97.58,97.59,97.74,97.83,97.67
STU0831,2025,10,excellent,87.05,19.6,,,,0.9209,2.46,10.48,22.65,97.97,97.68,97.94,97.89,97.77,97.65,97.88,97.77
STU0832,2023,8,at-risk,35,3.2,,,,0.3333,100,62,90.5,15.72,36.91,31.6,33.58,28.83,18,35.11,23.69
STU0832,2024,9,at-risk,29.8,3.2,,,,0.3333,100,62.25,90.56,15.78,33.1,31.18,34.64,29.26,17.38,38.42,21.87
STU0832,2025,10,at-risk,31.61,3.2,,,,0.3333,100,62.19,90.55,15.59,34.98,32.07,34.03,30.46,16.58,38.06,24.87
STU0833,2023,8,moderate,73,8.9,,,,0.5987,34.35,17.36,49.8,55.29,83.03,59.05,77.53,75.96,76.01,62.03,79.68
STU0833,2024,9,moderate,71.72,8.9,,,,0.5897,33.93,17.35,49.61,56.49,82.57,62.71,77.61,80.36,76.61,63.36,81.47
STU0833,2025,10,moderate,71.5,8.9,,,,0.5969,32.91,17.4,49.16,60.18,85.1,63.95,82.79,78.49,78.09,66.25,83.1
STU0834,2023,8,excellent,84.5,12.1,,,,0.7696,15.85,12.46,30.6,90.21,85.95,97.2,94.72,95.26,87.06,91.84,95.27
STU0834,2024,9,excellent,81.31,12.1,,,,0.7692,15.45,12.53,33.81,92.02,86.38,97.88,95.05,96.51,88.75,92.73,96.28
STU0834,2025,10,excellent,87.05,12.1,,,,0.7721,7.38,12.49,21.77,92.63,88.73,97.78,95.12,96.52,88.83,92.76,94.74
STU0835,2023,8,moderate,66.5,8.7,,,,0.7604,32.06,15.42,48.28,71.83,67.49,85.26,78.52,71.86,61.9,62.71,64
STU0835,2024,9,moderate,71.72,8.7,,,,0.7692,30.98,15.5,47.82,74.69,70.8,86.94,81.34,72.89,64,64.54,66.91
STU0835,2025,10,moderate,61.14,8.7,,,,0.7628,23.11,15.48,44.27,74.08,72.88,89.33,84.06,75.58,65.95,68.34,70.75
STU0836,2023,8,good,79.5,17,,,,0.932,3.39,10.24,28.19,95.94,95.82,97.84,85.8,95.68,96.89,97.17,92.21
STU0836,2024,9,good,73.23,17,,,,0.9231,3.29,10.16,34.02,96.15,96.32,97.95,88.27,96.74,96.97,97.54,93.68
STU0836,2025,10,good,70.98,17,,,,0.9302,2.81,10.22,31.51,96.82,97.51,97.88,91.53,97.44,97.17,97.76,94.93
STU0837,2023,8,good,76,20.3,,,,0.8033,15.95,32.92,45.41,97.9,92.82,81.89,96.59,92.26,84.63,81.26,97.05
STU0837,2024,9,good,74.75,20.3,,,,0.7949,15.68,32.96,45.3,97.7,94.33,83.15,97.1,93.95,85.59,83.73,97.03
STU0837,2025,10,good,78.24,20.3,,,,0.7984,7.2,32.9,41.47,97.9,94.61,83.4,97.32,94.69,88.3,85.2,96.81
STU0838,2023,8,good,76.5,17.8,,,,0.7604,17.82,13.11,40.53,74.65,96.89,86.17,97.68,71.47,86.22,88.62,94.4
STU0838,2024,9,good,77.27,17.8,,,,0.7692,16.85,12.98,37.2,78.68,97.46,90.25,97.6,72.75,88.31,90.43,96.13
STU0838,2025,10,good,78.76,17.8,,,,0.7628,8.57,13.08,29.59,80.67,97.64,90.11,97.5,75.31,91.21,91.25,95.87
STU0839,2023,8,moderate,64.5,3.4,,,,0.5815,100,68.34,92.09,60.99,28.63,31,30.03,42.49,35.72,26.14,50.19
STU0839,2024,9,moderate,70.2,3.4,,,,0.5897,100,68.41,92.1,63.71,30.97,33.82,32.15,44.28,37.72,26.44,55.49
STU0839,2025,10,moderate,70.47,3.4,,,,0.5876,100,68.42,92.11,65.72,34.04,37.83,35.98,47.26,39.14,30.17,59.49
STU0840,2023,8,excellent,80.5,14.6,,,,0.8891,14.78,12.56,33.69,85.39,70.38,91.41,92.85,96.59,94.08,88.3,88.65
STU0840,2024,9,excellent,84.85,14.6,,,,0.8974,14.23,12.52,25.32,88.04,72.86,91.58,91.73,96.58,94.14,90.06,90.73
STU0840,2025,10,excellent,88.08,14.6,,,,0.8946,5.56,12.54,18.94,90.97,76.7,93.36,94.19,97.4,95.16,92.98,90.52
STU0841,2023,8,irregular,43.5,8.3,,,,0.7182,28.82,27.83,49.92,88.6,55.72,81.65,79.13,93.92,84.32,79.9,77
STU0841,2024,9,irregular,41.92,8.3,,,,0.7179,27.58,27.82,49.37,92.79,57.82,83.94,83.21,94.89,87.55,82.47,80.82
STU0841,2025,10,irregular,48.19,8.3,,,,0.7194,19.25,27.83,45.62,94.61,64.42,87.43,86.79,96.59,90.67,86.26,83.55
STU0842,2023,8,good,79.5,17.3,,,,0.9228,15.51,9.57,33.48,97.4,91.48,84.03,87.37,78.73,71.83,79.96,97.46
STU0842,2024,9,good,78.79,17.3,,,,0.9231,14.8,9.47,36.88,97.29,93.09,88.14,88.69,79.52,74.6,82.18,97.66
STU0842,2025,10,good,85.49,17.3,,,,0.9209,14.06,9.55,28.86,97.96,93.97,89.23,90.53,83.88,78.44,84.04,97.85
STU0843,2023,8,irregular,49,4.7,,,,0.4528,76.03,54.82,77.92,49.42,49.49,49.86,74.44,61.27,50.63,65.98,40.12
STU0843,2024,9,irregular,54.55,4.7,,,,0.4615,50.25,54.79,66.31,56.76,52.66,54.09,77.7,65.88,53.52,68.22,43.82
STU0843,2025,10,irregular,54.4,4.7,,,,0.4558,40.31,54.79,61.84,60.68,58.77,57.9,82.53,71.41,58.27,73.91,50.16
STU0844,2023,8,moderate,64,8.5,,,,0.5637,38.43,21.61,52.7,51.89,51.62,61.91,63.4,70.39,67.4,59.11,76.81
STU0844,2024,9,moderate,65.15,8.5,,,,0.5641,36.98,21.61,52.04,56.46,51.94,64.27,65.7,74.89,70.58,63.79,82.28
STU0844,2025,10,moderate,64.25,8.5,,,,0.5613,35.87,21.59,51.54,59.81,56.85,67.88,70.16,77.14,72.81,65.91,84.79
STU0845,2023,8,moderate,69,8.5,,,,0.6924,53.52,21.25,59.4,49.96,61.66,54.98,71.2,49.34,55.77,61.98,66.2
STU0845,2024,9,moderate,67.17,8.5,,,,0.6923,36.34,21.25,51.67,54.26,66.38,58.53,74.97,52.11,58.87,62.67,68.01
STU0845,2025,10,moderate,75.13,8.5,,,,0.693,35.02,21.27,51.07,58.33,68.59,62.33,76.16,56.21,60.08,68.88,71.85
STU0846,2023,8,moderate,66,10.5,,,,0.6409,34.48,21.26,50.83,67.54,75.16,79.37,60.11,70.87,70.51,61.13,69.88
STU0846,2024,9,moderate,64.65,10.5,,,,0.641,32.8,21.34,50.09,76.11,77.05,84.07,65.78,74.79,74.81,63.92,73.87
STU0846,2025,10,moderate,69.43,10.5,,,,0.6403,24.56,21.31,46.38,78.54,78.36,85.06,69.37,77.36,79.01,66.27,79.39
STU0847,2023,8,at-risk,34.5,1,,,,0.2818,100,51.25,87.81,29.62,20.67,41.04,68.66,23.11,21.99,27.95,40.47
STU0847,2024,9,at-risk,28.79,1,,,,0.2821,100,50.86,87.71,32.07,18.2,39.27,68.3,24.91,20.87,26.92,43.02
STU0847,2025,10,at-risk,33.16,1,,,,0.2806,100,51.12,87.78,31.35,20.3,41.45,71.69,24.28,22.39,28.63,41.65
STU0848,2023,8,moderate,63,14.6,,,,0.6667,9.22,15.63,38.06,95.36,93.88,89.76,93.77,96.54,94.94,95.76,88.49
STU0848,2024,9,moderate,66.16,14.6,,,,0.6667,8.81,15.72,37.89,96.91,94.1,92.36,95.36,96.74,95.77,95.69,90.41
STU0848,2025,10,moderate,59.59,14.6,,,,0.6667,8.75,15.63,37.84,96.15,94.9,92.14,95.03,96.88,96.21,95.92,91
STU0849,2023,8,excellent,88.5,20,,,,0.9743,1.81,8.06,19.65,98.02,97.84,97.15,95.59,97.86,97.58,92.97,97.9
STU0849,2024,9,excellent,92.93,20,,,,0.9744,1.71,8.15,12.39,97.49,97.88,97.18,95.78,97.97,97.79,94.26,98.01
STU0849,2025,10,excellent,88.08,20,,,,0.9736,1.58,8.12,22.35,97.63,98.01,97.06,97.55,97.81,97.76,95.38,97.89
STU0850,2023,8,good,78,18.3,,,,0.897,13.55,10.44,34.92,96.6,84.28,92.93,73.09,97.95,92.97,97.09,93.36
STU0850,2024,9,good,77.27,18.3,,,,0.8974,13.58,10.42,38.71,95,85.35,92.5,75.21,97.66,92.26,97.5,92.86
STU0850,2025,10,good,72.54,18.3,,,,0.8946,5.3,10.41,34.99,95.93,86.82,93.78,75,97.76,93.22,96.83,94.1
STU0851,2023,8,moderate,77.5,8,,,,0.47,68.35,45.29,67.5,73.79,51.41,45.25,60.02,66.3,40.18,46.68,50.92
STU0851,2024,9,moderate,66.67,8,,,,0.4615,68,45.33,71.93,76.62,53.26,44.59,59.49,66.67,42.94,46.24,53.92
STU0851,2025,10,moderate,71.5,8,,,,0.4651,67.38,45.31,71.65,78.13,55.03,44.6,61.39,68.11,44.89,48.18,55.22
STU0852,2023,8,moderate,73,7.8,,,,0.6409,71.84,63.04,78.09,47.37,68.77,68.7,40.73,61.7,37.29,75.04,45.25
STU0852,2024,9,moderate,68.69,7.8,,,,0.641,71.92,63.04,78.12,45.84,69.47,68.19,39.97,63,37.38,74.64,43.58
STU0852,2025,10,moderate,66.32,7.8,,,,0.6403,71.74,63.04,78.04,48.26,67.63,69.56,41.03,62.5,37.07,77.71,44.71
STU0853,2023,8,good,75,11.3,,,,0.6924,29.02,15.2,45.51,82.12,74.19,83.01,76.34,86.66,84.07,89.49,64.56
