student_id,year,grade,attendance_category,attendance_rate,days_present,total_days,avg_score,score_std,min_score,max_score,iq_level,study_hours_per_week,student_type,has_tuition,has_learning_difficulty,failing_subjects,weak_subjects,homework_completion_rate,homework_on_time_rate,classwork_completion_rate,parent_engagement_score,parent_meeting_attendance_rate,lms_time_hours,lms_engagement_score,health_status,absences_due_to_sickness,health_incidents,attendance_risk_score,academic_risk_score,behavioral_risk_score,overall_risk_score,risk_level,risk_category,Buddhism_score,English_score,Geography_score,History_score,ICT_score,Mathematics_score,Science_score,Sinhala_score,had_intervention,intervention_type,intervention_effective
STU0785,2023,8,irregular,54.5,109,200,50.57,17.66,7.3,98.8,106,8.9,balanced,1,0,2,3,0.5558,0.4928,0.5691,0.4548,0.3333,53.63,0.6362,good,60,2,100.0,82.66,27.9,74.17,High,High Risk,68.44,56.38,55.02,36.24,36.05,46.52,71.99,31.88,0,None,0
STU0785,2024,9,irregular,57.07,113,198,50.94,17.25,10.3,93.1,106,8.9,balanced,1,0,2,3,0.5641,0.5,0.5692,0.4548,0.3333,59.6,0.6362,good,58,0,100.0,82.34,27.82,74.01,High,High Risk,67.16,57.13,57.09,35.64,38.32,46.92,70.93,31.33,1,Mentoring Program,1
STU0785,2025,10,irregular,58.55,113,193,49.95,17.67,9.4,99.8,106,8.9,balanced,1,0,2,4,0.5613,0.5,0.5684,0.4548,0.3333,18.92,0.6362,good,53,1,100.0,90.79,27.84,77.82,High,High Risk,67.48,57.43,57.21,36.98,36.41,46.82,71.21,29.2,1,Tutoring,1
STU0786,2023,8,moderate,59.5,119,200,55.48,18.4,10.0,100.0,102,11.6,language_oriented,1,1,2,2,0.5122,0.4497,0.5691,0.666,0.6667,84.58,0.7106,excellent,41,2,100.0,73.56,42.99,73.85,High,High Risk,72.31,60.29,45.01,80.01,34.35,43.03,58.83,59.98,0,None,0
STU0786,2024,9,moderate,63.13,125,198,55.69,18.17,7.1,99.9,102,11.6,language_oriented,1,1,2,2,0.5128,0.45,0.5692,0.666,0.6667,49.22,0.7106,excellent,30,0,100.0,73.47,42.98,73.81,High,High Risk,72.31,59.93,45.67,79.45,31.97,45.12,56.64,61.59,0,None,0
STU0786,2025,10,moderate,63.73,123,193,56.82,18.0,11.9,100.0,102,11.6,language_oriented,1,1,1,3,0.5085,0.4481,0.5684,0.666,0.6667,64.73,0.7106,excellent,39,0,100.0,66.1,43.01,70.5,High,High Risk,74.86,61.75,46.6,80.93,35.85,43.54,58.0,64.2,1,Tutoring,0
STU0787,2023,8,good,78.0,156,200,97.27,3.04,75.2,100.0,126,15.8,language_oriented,0,0,0,0,0.8119,0.6528,0.882,0.7267,0.6667,168.6,0.8633,good,30,2,100.0,4.85,12.76,35.37,Medium,Medium Risk,97.86,97.81,97.11,98.16,96.5,96.63,97.53,96.87,0,None,0
STU0787,2024,9,good,81.82,162,198,97.57,2.35,79.7,100.0,126,15.8,language_oriented,0,0,0,0,0.8205,0.6562,0.8769,0.7267,0.6667,152.82,0.8633,good,19,4,69.73,4.56,12.8,26.17,Medium,Medium Risk,97.65,97.53,97.84,98.03,97.37,97.04,97.98,97.29,1,Academic Advising,0
STU0787,2025,10,good,79.27,153,193,97.58,2.01,83.0,100.0,126,15.8,language_oriented,0,0,0,0,0.8155,0.6559,0.8791,0.7267,0.6667,167.1,0.8633,good,22,1,80.51,4.66,12.77,29.44,Medium,Medium Risk,97.79,97.79,97.51,97.84,97.15,97.59,97.65,97.41,1,Parent Meeting,0
STU0788,2023,8,excellent,83.5,167,200,83.89,12.37,42.3,100.0,92,18.2,science_oriented,1,0,0,1,0.9063,0.7641,0.9382,0.7317,0.6667,178.88,0.9184,good,18,3,65.55,16.32,9.88,29.48,Medium,Medium Risk,91.09,72.1,85.61,80.16,94.29,91.4,75.77,81.89,0,None,0
STU0788,2024,9,excellent,92.93,184,198,85.64,11.48,41.0,100.0,92,18.2,science_oriented,1,0,0,1,0.8974,0.7714,0.9385,0.7317,0.6667,144.82,0.9184,good,7,6,25.95,15.79,9.8,17.34,Low,Low Risk,92.77,76.79,87.02,82.32,93.65,92.13,78.11,83.65,1,Study Group,1
STU0788,2025,10,excellent,94.82,183,193,87.28,10.84,45.2,100.0,92,18.2,science_oriented,1,0,0,1,0.9038,0.7668,0.9368,0.7317,0.6667,172.08,0.9184,good,6,2,21.63,15.01,9.87,15.71,Low,Low Risk,92.4,76.94,88.64,84.88,95.13,92.95,81.24,86.58,0,None,0
STU0789,2023,8,at-risk,26.0,52,200,14.17,7.94,4.6,52.8,75,5.9,language_oriented,1,1,10,0,0.2818,0.2106,0.3537,0.2614,0.0,30.35,0.145,good,82,2,100.0,100.0,85.19,96.3,High,High Risk,21.05,24.87,11.25,12.37,10.17,10.43,10.23,15.47,0,None,0
STU0789,2024,9,at-risk,29.29,58,198,13.94,7.14,3.1,46.8,75,5.9,language_oriented,1,1,10,1,0.2821,0.1818,0.3538,0.2614,0.0,17.37,0.145,good,73,2,100.0,100.0,85.47,96.37,High,High Risk,18.6,24.12,10.95,12.49,10.17,10.8,11.03,14.51,0,None,0
STU0789,2025,10,at-risk,32.12,62,193,14.05,7.41,4.1,49.6,75,5.9,language_oriented,1,1,10,1,0.2806,0.1879,0.3526,0.2614,0.0,29.0,0.145,good,70,2,100.0,100.0,85.43,96.36,High,High Risk,19.92,24.32,11.28,13.45,10.45,10.89,10.66,13.58,1,Tutoring,1
STU0790,2023,8,good,78.5,157,200,80.46,13.1,31.8,100.0,96,14.9,balanced,0,0,1,0,0.8891,0.6725,0.9228,0.7862,0.6667,91.27,0.921,good,26,2,93.05,25.03,9.89,41.65,Medium,Medium Risk,77.49,89.45,91.94,92.31,74.71,68.14,75.63,79.82,0,None,0
STU0790,2024,9,good,86.87,172,198,81.14,13.06,39.7,100.0,96,14.9,balanced,0,0,0,1,0.8974,0.6857,0.9231,0.7862,0.6667,169.77,0.921,good,14,1,51.19,17.59,9.76,25.71,Low,Low Risk,78.4,90.67,93.02,92.54,76.2,69.52,75.75,80.8,1,Academic Advising,1
STU0790,2025,10,good,81.87,158,193,81.28,13.18,43.8,100.0,96,14.9,balanced,0,0,0,1,0.8946,0.6759,0.9209,0.7862,0.6667,123.75,0.921,good,20,1,72.69,17.6,9.89,32.2,Medium,Medium Risk,79.02,92.14,89.62,92.85,75.76,69.65,75.73,81.02,0,None,0
STU0791,2023,8,good,72.5,145,200,51.24,12.31,9.4,88.5,110,1.0,balanced,1,0,1,3,0.5472,0.3908,0.6,0.789,0.6667,138.87,0.4175,excellent,29,1,100.0,67.56,45.05,71.66,High,High Risk,56.24,41.6,47.8,59.31,51.54,43.6,53.02,60.84,0,None,0
STU0791,2024,9,good,73.74,146,198,51.96,12.39,18.0,96.6,110,1.0,balanced,1,0,1,2,0.5385,0.381,0.6,0.789,0.6667,125.78,0.4175,excellent,23,1,87.38,59.45,45.15,64.25,High,High Risk,55.83,41.03,50.86,59.06,51.64,44.26,53.8,63.1,1,Tutoring,0
STU0791,2025,10,good,69.43,134,193,52.6,12.42,16.6,91.1,110,1.0,balanced,1,0,1,3,0.5442,0.3873,0.6,0.789,0.6667,135.7,0.4175,excellent,29,0,100.0,67.08,45.08,71.46,High,High Risk,57.69,44.22,49.48,59.04,52.76,44.05,53.43,64.9,1,Parent Meeting,0
STU0792,2023,8,excellent,90.5,181,200,96.73,4.11,64.8,100.0,107,17.5,balanced,0,0,0,0,0.7861,0.6516,0.8,0.7356,0.6667,163.43,0.95,average,14,4,48.65,5.58,12.52,20.24,Low,Low Risk,98.08,97.46,93.23,97.75,95.22,96.55,97.15,98.14,0,None,0
STU0792,2024,9,excellent,84.34,167,198,96.9,3.67,73.9,100.0,107,17.5,balanced,0,0,0,0,0.7949,0.6452,0.8,0.7356,0.6667,174.28,0.95,average,24,5,82.96,5.34,12.59,30.44,Medium,Medium Risk,97.81,97.52,93.26,97.58,96.01,96.93,97.43,97.91,0,None,0
STU0792,2025,10,excellent,88.6,171,193,97.36,2.75,74.4,100.0,107,17.5,balanced,0,0,0,0,0.7892,0.6444,0.8,0.7356,0.6667,164.5,0.95,average,14,5,49.98,5.27,12.59,20.51,Low,Low Risk,97.8,97.74,95.91,97.98,97.12,97.03,97.46,97.81,0,None,0
STU0793,2023,8,excellent,89.0,178,200,94.01,7.31,59.6,100.0,117,20.4,science_oriented,0,0,0,0,0.9485,0.7843,0.9691,0.7197,0.6667,103.77,0.7377,excellent,12,2,43.7,3.43,12.16,17.69,Low,Low Risk,97.48,90.59,91.44,85.62,97.25,93.92,97.27,97.01,0,None,0
STU0793,2024,9,excellent,78.79,156,198,94.84,6.45,55.2,100.0,117,20.4,science_oriented,0,0,0,0,0.9487,0.7838,0.9692,0.7197,0.6667,106.2,0.7377,excellent,21,2,77.85,3.09,12.16,27.79,Medium,Medium Risk,97.77,92.21,92.05,87.21,97.86,95.43,97.59,97.36,0,None,0
STU0793,2025,10,excellent,91.19,176,193,95.6,5.22,67.9,100.0,117,20.4,science_oriented,0,0,0,0,0.9473,0.7872,0.9684,0.7197,0.6667,83.48,0.7377,excellent,7,0,27.17,2.81,12.14,12.45,Low,Low Risk,97.6,94.04,93.52,90.29,97.82,95.97,97.02,97.51,0,None,0
STU0794,2023,8,irregular,44.5,89,200,53.39,13.16,11.3,97.3,118,3.5,balanced,0,0,1,2,0.4013,0.2974,0.4309,0.9397,0.6667,49.93,0.5846,excellent,52,0,100.0,61.62,43.0,68.48,High,High Risk,62.16,52.44,57.21,50.39,43.73,43.05,62.7,56.63,0,None,0
STU0794,2024,9,irregular,39.9,79,198,57.06,13.22,17.0,100.0,118,3.5,balanced,0,0,1,2,0.4103,0.3125,0.4308,0.9397,0.6667,41.37,0.5846,excellent,49,2,100.0,59.97,42.85,67.7,High,High Risk,68.59,59.12,61.45,57.34,44.38,45.98,62.69,61.15,1,Counseling,1
STU0794,2025,10,irregular,54.4,105,193,59.84,13.23,21.3,97.9,118,3.5,balanced,0,0,1,2,0.4031,0.3036,0.4316,0.9397,0.6667,64.9,0.5846,excellent,40,1,100.0,59.0,42.93,67.28,High,High Risk,69.87,61.64,64.8,59.47,46.59,49.48,66.13,63.2,1,Parent Meeting,0
STU0795,2023,8,good,74.0,148,200,88.9,10.7,50.4,100.0,110,14.8,language_oriented,1,0,0,0,0.8376,0.7753,0.9129,0.7671,0.6667,91.57,0.7596,good,33,6,100.0,7.69,11.82,36.41,Medium,Medium Risk,96.84,96.74,86.65,92.78,81.68,81.53,84.57,96.04,0,None,0
STU0795,2024,9,good,73.23,145,198,89.77,10.51,45.4,100.0,110,14.8,language_oriented,1,0,0,1,0.8462,0.7879,0.9077,0.7671,0.6667,125.58,0.7596,good,29,1,100.0,15.17,11.77,39.77,Medium,Medium Risk,97.49,97.78,87.61,94.17,83.85,80.91,85.35,97.06,0,None,0
STU0795,2025,10,good,77.2,149,193,90.9,9.5,50.1,100.0,110,14.8,language_oriented,1,0,0,0,0.8419,0.7808,0.9107,0.7671,0.6667,135.95,0.7596,good,29,1,100.0,6.8,11.79,36.01,Medium,Medium Risk,96.9,97.96,87.95,94.22,86.86,83.13,87.06,97.34,0,None,0
STU0796,2023,8,excellent,81.0,162,200,87.71,11.92,47.7,100.0,118,16.7,science_oriented,0,0,0,1,0.7346,0.5813,0.7643,0.6912,0.6667,178.72,0.95,excellent,22,2,79.3,18.22,14.65,35.65,Medium,Medium Risk,72.41,87.65,86.56,80.13,97.1,94.58,97.8,77.69,0,None,0
STU0796,2024,9,excellent,80.81,160,198,90.27,10.0,46.8,100.0,118,16.7,science_oriented,0,0,0,1,0.7436,0.5862,0.7692,0.6912,0.6667,142.45,0.95,excellent,21,1,76.43,17.02,14.52,34.22,Medium,Medium Risk,80.7,90.67,88.89,85.89,96.6,95.64,97.61,79.64,0,None,0
STU0796,2025,10,excellent,84.46,163,193,92.05,8.84,54.5,100.0,118,16.7,science_oriented,0,0,0,0,0.7365,0.5831,0.7684,0.6912,0.6667,105.13,0.95,excellent,16,2,58.88,8.45,14.57,25.11,Medium,Medium Risk,81.01,92.07,91.92,88.44,97.13,97.45,97.82,84.26,0,None,0
STU0797,2023,8,good,76.5,153,200,71.35,12.73,36.4,99.8,106,14.9,balanced,0,0,0,1,0.7182,0.6075,0.7691,0.7781,0.6667,118.7,0.8312,poor,42,11,100.0,25.1,14.36,44.88,Medium,Medium Risk,66.71,59.37,67.66,81.51,77.7,75.29,64.24,79.72,0,None,0
STU0797,2024,9,good,83.84,166,198,73.28,12.57,36.5,100.0,106,14.9,balanced,0,0,0,1,0.7179,0.6071,0.7692,0.7781,0.6667,79.97,0.8312,poor,29,5,98.31,24.33,14.36,44.03,Medium,Medium Risk,66.07,62.64,71.48,80.74,80.97,77.81,65.29,79.77,1,Parent Meeting,1
STU0797,2025,10,good,77.72,150,193,75.68,12.32,28.0,100.0,106,14.9,balanced,0,0,1,0,0.7194,0.6099,0.7684,0.7781,0.6667,158.35,0.8312,poor,38,5,100.0,30.34,14.35,47.24,Medium,Medium Risk,69.63,64.56,75.44,84.29,81.24,77.25,67.71,84.89,0,None,0
STU0798,2023,8,moderate,67.0,134,200,67.5,15.46,19.6,100.0,124,8.9,balanced,0,0,1,0,0.7182,0.6433,0.8154,0.6543,0.3333,55.83,0.5144,excellent,33,1,100.0,33.64,20.53,50.27,High,High Risk,83.11,55.14,61.93,64.24,62.81,75.48,55.05,86.79,0,None,0
STU0798,2024,9,moderate,63.13,125,198,69.02,15.26,22.3,100.0,124,8.9,balanced,0,0,1,0,0.7179,0.6429,0.8154,0.6543,0.3333,55.78,0.5144,excellent,34,0,100.0,33.03,20.54,50.0,High,High Risk,84.36,57.03,64.21,67.7,62.13,74.85,55.79,88.98,1,Counseling,0
STU0798,2025,10,moderate,60.1,116,193,71.37,14.7,36.4,100.0,124,8.9,balanced,0,0,0,1,0.7194,0.6465,0.8158,0.6543,0.3333,81.27,0.5144,excellent,39,2,100.0,25.07,20.49,46.4,High,High Risk,84.82,60.02,66.49,70.79,65.94,76.08,57.97,91.94,1,Study Skills Workshop,1
STU0799,2023,8,excellent,83.5,167,200,60.79,12.96,24.5,98.2,108,9.5,science_oriented,0,0,1,2,0.7776,0.6375,0.8357,0.7011,0.6667,118.7,0.6548,average,19,4,68.55,51.13,17.25,47.89,Medium,Medium Risk,64.39,64.12,49.52,46.31,70.46,72.44,58.58,54.71,0,None,0
STU0799,2024,9,excellent,83.33,165,198,61.98,12.71,19.6,97.0,108,9.5,science_oriented,0,0,1,1,0.7692,0.6333,0.8308,0.7011,0.6667,77.82,0.6548,average,21,3,74.67,42.82,17.36,46.01,Medium,Medium Risk,63.95,64.54,50.54,49.17,70.55,72.59,61.71,57.77,1,Parent Meeting,1
STU0799,2025,10,excellent,82.38,159,193,63.52,12.38,22.4,96.9,108,9.5,science_oriented,0,0,1,0,0.7721,0.6365,0.8316,0.7011,0.6667,177.6,0.6548,average,21,1,75.33,34.15,17.32,42.3,Medium,Medium Risk,68.39,65.92,53.31,50.35,71.98,73.41,62.21,59.6,1,Study Group,1
STU0800,2023,8,excellent,86.5,173,200,88.46,10.95,46.2,100.0,103,17.1,balanced,0,0,0,1,0.9485,0.8741,0.9846,0.7351,0.6667,81.42,0.7796,good,14,0,51.45,13.64,10.09,24.1,Low,Low Risk,80.24,77.89,93.85,97.42,83.12,88.65,92.01,93.49,0,None,0
STU0800,2024,9,excellent,84.85,168,198,89.9,10.02,49.6,100.0,103,17.1,balanced,0,0,0,1,0.9487,0.8649,0.9846,0.7351,0.6667,161.83,0.7796,good,16,2,58.61,13.07,10.18,26.01,Medium,Medium Risk,82.0,79.73,93.91,97.66,84.69,91.1,93.07,94.79,0,None,0
STU0800,2025,10,excellent,78.76,152,193,89.61,10.07,49.9,100.0,103,17.1,balanced,0,0,0,1,0.9473,0.8707,0.9842,0.7351,0.6667,77.47,0.7796,good,26,1,92.87,13.21,10.13,36.34,Medium,Medium Risk,83.2,80.15,92.71,97.55,86.75,90.5,92.88,93.53,0,None,0
STU0801,2023,8,excellent,90.5,181,200,97.18,3.2,67.8,100.0,111,20.1,balanced,0,0,0,0,0.9228,0.7783,0.9846,0.7517,0.6667,163.58,0.95,excellent,8,1,30.65,2.67,8.16,12.44,Low,Low Risk,97.84,94.66,97.69,97.87,96.89,97.63,97.56,97.41,0,None,0
STU0801,2024,9,excellent,86.87,172,198,97.45,2.63,78.4,100.0,111,20.1,balanced,0,0,0,0,0.9231,0.7778,0.9846,0.7517,0.6667,120.33,0.95,excellent,14,2,51.19,2.56,8.17,18.55,Low,Low Risk,97.74,96.32,97.55,98.28,97.14,97.69,97.46,97.51,0,None,0
STU0801,2025,10,excellent,90.67,175,193,97.4,2.65,75.5,100.0,111,20.1,balanced,0,0,0,0,0.9209,0.7811,0.9842,0.7517,0.6667,157.12,0.95,excellent,8,1,30.53,2.62,8.14,12.37,Low,Low Risk,97.55,95.82,97.78,97.75,97.52,97.74,97.53,97.62,0,None,0
STU0802,2023,8,at-risk,26.0,52,200,16.72,8.9,4.6,54.4,70,5.0,science_oriented,0,0,10,0,0.2818,0.2409,0.3691,0.3311,0.3333,16.52,0.3326,good,74,2,100.0,100.0,60.44,90.11,High,High Risk,17.82,11.59,11.9,14.27,11.91,26.13,23.19,12.54,0,None,0
STU0802,2024,9,at-risk,26.77,53,198,17.68,9.51,5.0,56.7,70,5.0,science_oriented,0,0,10,0,0.2821,0.2727,0.3692,0.3311,0.3333,9.98,0.3326,good,97,3,100.0,100.0,60.12,90.03,High,High Risk,20.03,12.41,12.74,15.52,12.54,29.28,22.27,12.64,1,Tutoring,1
STU0802,2025,10,at-risk,21.24,41,193,18.65,9.97,4.6,51.1,70,5.0,science_oriented,0,0,10,0,0.2806,0.2485,0.3684,0.3311,0.3333,31.55,0.3326,good,102,2,100.0,100.0,60.38,90.09,High,High Risk,21.62,12.54,13.71,15.92,12.65,29.32,24.42,14.49,1,Counseling,1
STU0803,2023,8,moderate,62.5,125,200,37.06,13.5,2.5,74.1,96,5.4,language_oriented,1,0,4,6,0.4363,0.3723,0.5026,0.7185,0.6667,102.88,0.3365,average,52,2,100.0,100.0,49.32,87.33,High,High Risk,38.74,45.62,32.91,44.61,45.44,20.12,34.32,41.1,0,None,0
STU0803,2024,9,moderate,59.09,117,198,40.54,13.82,8.8,79.9,96,5.4,language_oriented,1,0,2,8,0.4359,0.3529,0.5077,0.7185,0.6667,90.7,0.3365,average,60,7,100.0,100.0,49.44,87.36,High,High Risk,42.6,49.42,37.78,47.83,48.96,22.99,38.68,43.53,1,Mentoring Program,0
STU0803,2025,10,moderate,60.1,116,193,44.61,14.56,5.3,87.4,96,5.4,language_oriented,1,0,2,5,0.4387,0.3603,0.5051,0.7185,0.6667,38.83,0.3365,average,57,2,100.0,100.0,49.4,87.35,High,High Risk,45.07,55.97,41.48,50.03,53.07,26.52,42.49,48.91,0,None,0
STU0804,2023,8,good,80.5,161,200,77.37,15.32,26.2,100.0,96,9.3,balanced,0,0,1,0,0.6667,0.5772,0.682,0.8182,0.6667,163.73,0.647,good,19,2,70.65,30.72,17.93,39.5,Medium,Medium Risk,88.65,54.22,89.48,93.96,76.31,66.67,78.39,83.19,0,None,0
STU0804,2024,9,good,74.75,148,198,78.34,14.92,29.9,100.0,96,9.3,balanced,0,0,1,0,0.6667,0.5769,0.6769,0.8182,0.6667,111.03,0.647,good,32,2,100.0,30.33,18.01,48.15,Medium,Medium Risk,87.58,54.82,90.58,93.27,76.83,68.76,80.94,83.73,0,None,0
STU0804,2025,10,good,76.17,147,193,80.37,14.81,35.8,100.0,96,9.3,balanced,0,0,0,1,0.6667,0.5791,0.6791,0.8182,0.6667,144.8,0.647,good,26,3,94.68,22.52,17.95,43.03,Medium,Medium Risk,88.38,58.42,94.05,94.88,80.27,70.41,80.78,85.37,0,None,0
STU0805,2023,8,good,81.5,163,200,88.0,11.83,52.8,100.0,113,9.4,practical,1,0,0,0,0.7261,0.5409,0.8,0.7545,0.6667,133.92,0.7021,good,25,2,87.95,10.28,16.97,35.25,Medium,Medium Risk,88.49,95.04,83.17,73.09,96.32,77.04,97.65,91.49,0,None,0
STU0805,2024,9,good,75.76,150,198,89.65,10.97,42.0,100.0,113,9.4,practical,1,0,0,1,0.7179,0.5357,0.8,0.7545,0.6667,92.67,0.7021,good,28,2,100.0,17.78,17.02,42.26,Medium,Medium Risk,93.1,96.17,86.74,75.95,96.75,78.42,97.81,94.66,0,None,0
STU0805,2025,10,good,76.17,147,193,91.24,9.82,38.1,100.0,113,9.4,practical,1,0,0,1,0.7194,0.5366,0.8,0.7545,0.6667,115.1,0.7021,good,31,3,100.0,17.12,17.01,41.96,Medium,Medium Risk,92.61,96.77,89.47,80.41,97.36,81.53,97.57,95.41,1,Study Group,1
STU0806,2023,8,moderate,70.5,141,200,83.81,13.09,39.1,100.0,134,7.9,language_oriented,0,0,0,1,0.7604,0.5954,0.7691,0.665,0.3333,106.48,0.9209,good,35,3,100.0,19.27,35.4,47.52,Medium,Medium Risk,90.16,96.24,84.52,91.4,71.27,72.0,75.87,95.75,0,None,0
STU0806,2024,9,moderate,73.23,145,198,84.8,12.75,31.5,100.0,134,7.9,language_oriented,0,0,1,0,0.7692,0.6,0.7692,0.665,0.3333,57.07,0.9209,good,30,3,100.0,25.7,35.35,50.4,Medium,Medium Risk,92.64,97.37,86.63,91.03,72.15,74.44,76.26,95.08,0,None,0
STU0806,2025,10,moderate,71.5,138,193,85.6,12.6,41.6,100.0,134,7.9,language_oriented,0,0,0,1,0.7628,0.5975,0.7684,0.665,0.3333,39.32,0.9209,good,38,0,100.0,18.5,35.39,47.17,Medium,Medium Risk,92.94,96.58,86.78,92.85,74.17,75.13,77.89,96.3,0,None,0
STU0807,2023,8,good,75.5,151,200,74.74,16.72,23.7,100.0,101,10.8,science_oriented,1,0,1,0,0.6409,0.6004,0.682,0.8622,0.6667,119.38,0.878,excellent,24,1,89.15,32.28,13.35,44.61,Medium,Medium Risk,79.42,69.8,83.21,61.05,91.02,73.23,89.44,50.89,0,None,0
STU0807,2024,9,good,76.26,151,198,77.35,15.82,22.7,100.0,101,10.8,science_oriented,1,0,1,0,0.641,0.6,0.6769,0.8622,0.6667,76.43,0.878,excellent,26,1,94.62,31.24,13.43,45.8,Medium,Medium Risk,83.21,72.11,84.88,68.5,92.28,75.44,91.48,52.19,0,None,0
STU0807,2025,10,good,73.58,142,193,79.92,15.01,20.9,100.0,101,10.8,science_oriented,1,0,1,0,0.6403,0.6029,0.6791,0.8622,0.6667,73.23,0.878,excellent,23,1,87.5,30.23,13.37,43.19,Medium,Medium Risk,85.23,73.56,86.1,70.59,94.35,78.78,92.79,57.56,1,Parent Meeting,1
STU0808,2023,8,at-risk,32.5,65,200,32.86,13.43,3.5,75.0,95,5.5,science_oriented,0,0,8,1,0.2818,0.1828,0.3537,0.3086,0.0,8.0,0.4595,excellent,65,0,100.0,100.0,59.8,89.95,High,High Risk,12.76,29.6,42.63,29.25,52.11,33.62,29.28,31.89,0,None,0
STU0808,2024,9,at-risk,28.28,56,198,35.16,13.73,5.8,84.0,95,5.5,science_oriented,0,0,6,3,0.2821,0.1818,0.3538,0.3086,0.0,27.17,0.4595,excellent,78,0,100.0,100.0,59.81,89.95,High,High Risk,15.64,31.58,45.22,29.56,55.87,36.37,30.33,34.56,1,Tutoring,1
STU0808,2025,10,at-risk,31.09,60,193,37.78,14.06,7.3,83.3,95,5.5,science_oriented,0,0,5,4,0.2806,0.1879,0.3526,0.3086,0.0,19.38,0.4595,excellent,79,2,100.0,100.0,59.77,89.94,High,High Risk,15.63,32.93,48.74,31.93,58.28,39.02,34.34,39.34,1,Tutoring,0
STU0809,2023,8,moderate,67.5,135,200,76.23,15.28,26.0,100.0,97,10.2,science_oriented,0,0,1,0,0.6244,0.466,0.6562,0.6793,0.6667,63.55,0.7819,excellent,34,1,100.0,32.02,20.18,49.45,High,High Risk,89.83,56.69,77.72,73.83,87.14,68.84,90.43,67.91,0,None,0
STU0809,2024,9,moderate,58.59,116,198,78.36,14.79,38.6,100.0,97,10.2,science_oriented,0,0,0,1,0.6154,0.4583,0.6615,0.6793,0.6667,103.75,0.7819,excellent,42,0,100.0,24.35,20.18,46.0,High,High Risk,92.02,60.6,80.93,77.02,87.22,69.85,93.4,69.95,1,Tutoring,1
STU0809,2025,10,moderate,66.32,128,193,81.47,14.2,34.2,100.0,97,10.2,science_oriented,0,0,1,0,0.6232,0.465,0.6577,0.6793,0.6667,72.6,0.7819,excellent,35,0,100.0,29.95,20.17,48.52,High,High Risk,93.88,63.67,84.63,81.22,91.06,73.57,94.3,74.76,1,Study Skills Workshop,1
STU0810,2023,8,moderate,64.0,128,200,62.23,17.45,13.9,100.0,115,9.9,science_oriented,0,0,1,2,0.5558,0.5072,0.6154,0.5531,0.3333,42.42,0.6108,good,41,0,100.0,54.99,25.47,61.11,High,High Risk,59.14,44.27,78.46,79.36,61.53,56.49,76.76,42.5,0,None,0
STU0810,2024,9,moderate,74.24,147,198,64.6,17.53,11.1,100.0,115,9.9,science_oriented,0,0,1,2,0.5641,0.5,0.6154,0.5531,0.3333,90.88,0.6108,good,34,1,100.0,53.88,25.54,60.63,High,High Risk,62.98,46.57,80.69,83.68,62.63,59.62,78.19,46.71,1,Parent Meeting,0
STU0810,2025,10,moderate,66.84,129,193,68.68,16.85,16.9,100.0,115,9.9,science_oriented,0,0,1,0,0.5613,0.5,0.6158,0.5531,0.3333,68.0,0.6108,good,43,1,100.0,36.3,25.54,52.72,High,High Risk,67.23,53.56,85.29,86.0,67.61,61.16,81.47,51.97,1,Counseling,1
STU0811,2023,8,moderate,74.0,148,200,63.68,10.62,27.8,95.5,116,7.8,balanced,1,0,1,0,0.6152,0.5,0.6871,0.5858,0.6667,86.7,0.764,good,26,2,96.2,37.23,41.52,55.99,Medium,Medium Risk,67.45,67.23,55.36,66.86,62.51,62.07,63.4,64.85,0,None,0
STU0811,2024,9,moderate,67.17,133,198,66.55,10.76,33.2,97.3,116,7.8,balanced,1,0,1,0,0.6154,0.5,0.6923,0.5858,0.6667,83.07,0.764,good,38,0,100.0,36.07,41.44,56.59,High,High Risk,70.94,71.15,61.82,68.39,65.05,65.26,65.06,66.32,0,None,0
STU0811,2025,10,moderate,62.18,120,193,70.76,10.81,35.9,100.0,116,7.8,balanced,1,0,0,1,0.614,0.5,0.6893,0.5858,0.6667,97.0,0.764,good,49,1,100.0,27.42,41.48,52.71,High,High Risk,77.37,73.29,64.45,74.07,68.3,69.86,68.45,71.78,1,Counseling,1
STU0812,2023,8,good,73.5,147,200,88.21,15.58,27.7,100.0,94,17.7,language_oriented,1,0,1,0,0.8455,0.6667,0.8974,0.7226,0.6667,73.32,0.95,average,35,2,100.0,22.8,11.17,43.05,Medium,Medium Risk,97.76,96.66,95.2,94.04,55.55,73.26,97.38,96.97,0,None,0
STU0812,2024,9,good,75.25,149,198,88.41,15.49,31.1,100.0,94,17.7,language_oriented,1,0,1,0,0.8462,0.6667,0.8923,0.7226,0.6667,111.43,0.95,average,30,1,100.0,22.71,11.25,43.03,Medium,Medium Risk,97.43,96.96,95.5,95.4,57.12,73.93,96.98,97.63,0,None,0
STU0812,2025,10,good,79.27,153,193,88.74,15.35,19.5,100.0,94,17.7,language_oriented,1,0,1,0,0.8419,0.6667,0.8949,0.7226,0.6667,97.2,0.95,average,31,3,100.0,22.66,11.21,43.0,Medium,Medium Risk,97.41,97.08,96.66,95.68,57.26,73.28,96.9,97.28,0,None,0
STU0813,2023,8,moderate,60.5,121,200,74.63,18.17,27.9,100.0,86,11.0,language_oriented,0,0,1,0,0.7776,0.6706,0.7846,0.6703,0.6667,68.85,0.7647,excellent,45,1,100.0,29.6,16.65,47.48,High,High Risk,97.58,62.49,88.06,80.45,77.3,60.42,53.57,94.07,0,None,0
