attendance,avg_marks,study_hours,homework_rate,screen_time,study_consistency,recommendation_1,recommendation_2,recommendation_3
86.7,24.6,13.9,96.0,7.7,94.8,Combo_HighStudy_LowMarks,Marks_Critical,ScreenTime_Critical
94.7,36.6,15.0,84.4,5.0,47.5,Combo_HighStudy_LowMarks,Marks_Critical,ScreenTime_Warning
94.6,28.0,16.2,85.4,1.9,48.1,Combo_HighStudy_LowMarks,Marks_Critical,StudyHours_Success
54.6,27.7,10.4,58.0,7.2,56.2,Combo_HighScreen_LowHomework,Attendance_Critical,Marks_Critical
74.8,33.6,9.6,87.4,2.9,94.6,Attendance_Critical,Marks_Critical,Consistency_Success
94.3,78.4,8.1,86.8,2.6,95.2,Consistency_Success,General_Balanced,General_Balanced
88.1,78.0,18.1,60.6,7.2,46.9,Combo_HighScreen_LowHomework,ScreenTime_Critical,StudyHours_Success
98.3,61.7,10.6,97.8,1.7,38.4,Consistency_Warning,Attendance_Success,General_Balanced
81.5,83.5,8.9,34.9,2.3,96.0,Attendance_Warning,Marks_Success,Consistency_Success
67.3,39.0,17.0,49.1,7.9,33.8,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
86.5,32.8,8.3,78.8,3.3,55.4,Marks_Critical,ScreenTime_Warning,General_Balanced
64.5,74.3,13.6,30.8,3.1,60.4,Attendance_Critical,ScreenTime_Warning,General_Balanced
51.7,42.4,17.2,60.1,3.2,48.3,Combo_HighStudy_LowMarks,Attendance_Critical,ScreenTime_Warning
52.5,87.7,19.7,97.1,5.5,27.8,Attendance_Critical,ScreenTime_Critical,Consistency_Warning
97.4,25.5,15.1,91.8,4.5,92.1,Combo_HighStudy_LowMarks,Marks_Critical,ScreenTime_Warning
78.7,27.4,19.6,64.1,7.9,78.9,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Warning
50.2,30.4,2.1,42.6,2.9,23.8,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
52.0,54.9,5.5,64.6,7.3,54.6,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
67.9,74.3,4.5,33.5,3.8,83.2,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
50.7,44.5,9.2,98.0,7.9,46.1,Attendance_Critical,ScreenTime_Critical,General_Balanced
99.3,26.5,16.5,77.6,7.3,98.7,Combo_HighStudy_LowMarks,Marks_Critical,ScreenTime_Critical
70.2,38.1,13.2,94.4,2.8,24.0,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
79.2,80.4,2.4,56.2,4.7,16.9,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Warning
56.4,50.6,19.8,51.5,4.7,43.0,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Warning
55.8,21.6,4.9,96.0,1.4,10.5,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
51.3,56.1,2.6,64.8,5.3,91.9,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
53.8,66.3,5.3,82.0,7.5,65.5,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
84.5,91.2,14.8,81.9,5.6,10.7,Attendance_Warning,ScreenTime_Critical,Consistency_Warning
52.9,74.9,4.7,70.1,7.4,93.2,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
73.3,26.6,8.1,74.2,4.5,32.8,Combo_LowStudy_LowConsistency,Attendance_Critical,Marks_Critical
62.3,74.2,12.3,69.6,3.7,30.1,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
98.2,69.2,16.4,72.9,1.3,34.0,Consistency_Warning,Attendance_Success,StudyHours_Success
52.4,58.2,7.1,45.0,7.3,86.0,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
93.7,92.6,6.7,33.9,4.3,91.1,Combo_HighScreen_LowHomework,StudyHours_Critical,ScreenTime_Warning
56.8,89.9,11.1,34.1,6.5,89.5,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
53.9,66.5,2.2,81.9,7.0,48.9,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
70.6,54.3,19.8,72.0,1.2,75.4,Attendance_Critical,StudyHours_Success,General_Balanced
80.2,89.1,5.1,70.7,3.2,59.4,Attendance_Warning,StudyHours_Critical,ScreenTime_Warning
64.7,65.0,7.2,87.9,5.7,33.8,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
80.5,89.7,16.5,47.5,7.3,11.6,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Critical
74.2,67.4,18.3,63.0,7.7,25.2,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
68.7,27.0,4.0,67.6,6.7,58.0,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
94.0,42.8,9.6,34.4,6.2,45.4,Combo_HighScreen_LowHomework,ScreenTime_Critical,General_Balanced
57.7,70.0,12.1,97.8,6.8,72.7,Attendance_Critical,ScreenTime_Critical,General_Balanced
80.4,68.6,9.9,52.4,2.1,55.3,Attendance_Warning,General_Balanced,General_Balanced
87.1,36.0,9.1,64.9,2.8,32.8,Combo_LowStudy_LowConsistency,Marks_Critical,Consistency_Warning
59.6,51.5,5.6,62.2,1.0,85.1,Attendance_Critical,StudyHours_Critical,Consistency_Success
95.9,84.6,4.4,74.5,2.1,45.8,StudyHours_Critical,Attendance_Success,Marks_Success
59.2,45.6,7.1,67.2,4.7,19.7,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
76.6,60.3,6.8,37.2,5.7,58.7,Combo_HighScreen_LowHomework,Attendance_Warning,StudyHours_Critical
65.9,60.2,10.7,94.0,4.7,92.9,Attendance_Critical,ScreenTime_Warning,Consistency_Success
54.3,88.1,3.1,58.5,6.3,74.8,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
69.7,41.6,14.1,84.4,5.8,60.3,Combo_HighStudy_LowMarks,Attendance_Critical,ScreenTime_Critical
83.0,94.3,11.2,73.7,3.8,50.1,Attendance_Warning,ScreenTime_Warning,Marks_Success
96.9,33.4,11.3,99.3,2.3,60.9,Marks_Critical,Attendance_Success,General_Balanced
77.9,21.3,15.7,51.8,1.8,35.0,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
54.8,40.2,8.9,45.9,1.1,86.9,Attendance_Critical,Consistency_Success,General_Balanced
72.6,41.6,10.4,75.9,7.1,45.3,Attendance_Critical,ScreenTime_Critical,General_Balanced
60.8,85.0,15.7,86.9,3.9,39.2,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
62.6,60.8,16.8,38.6,6.4,24.3,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
50.6,34.6,9.2,38.9,2.0,86.3,Attendance_Critical,Marks_Critical,Consistency_Success
87.5,94.1,8.4,33.7,7.1,67.0,Combo_HighScreen_LowHomework,ScreenTime_Critical,Marks_Success
84.1,76.3,3.6,97.8,1.8,46.5,Attendance_Warning,StudyHours_Critical,General_Balanced
54.0,35.3,4.3,43.6,3.1,10.0,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
73.0,32.2,10.9,45.0,1.5,49.2,Attendance_Critical,Marks_Critical,General_Balanced
82.3,43.0,7.9,66.1,1.9,53.5,Attendance_Warning,StudyHours_Critical,General_Balanced
58.2,50.4,5.5,62.4,6.1,43.9,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
74.2,48.6,2.5,55.0,3.9,61.1,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
83.4,59.8,10.5,73.1,1.5,69.8,Attendance_Warning,General_Balanced,General_Balanced
84.4,56.7,11.5,91.6,5.5,74.7,Attendance_Warning,ScreenTime_Critical,General_Balanced
61.7,33.2,15.9,67.1,6.6,39.1,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
66.7,28.8,11.8,44.9,5.0,77.4,Combo_HighScreen_LowHomework,Attendance_Critical,Marks_Critical
100.0,57.3,14.8,32.6,7.2,94.3,Combo_HighScreen_LowHomework,ScreenTime_Critical,Attendance_Success
74.2,65.3,10.8,86.2,7.4,74.1,Attendance_Critical,ScreenTime_Critical,General_Balanced
95.7,35.4,7.8,99.6,3.3,77.0,StudyHours_Critical,Marks_Critical,ScreenTime_Warning
74.2,57.7,6.5,43.2,6.9,89.2,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
69.7,81.0,10.8,77.3,3.1,16.8,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
59.9,51.4,16.5,68.5,3.0,77.5,Attendance_Critical,StudyHours_Success,General_Balanced
75.4,65.0,16.5,97.4,7.5,95.6,Attendance_Warning,ScreenTime_Critical,StudyHours_Success
54.7,70.1,9.8,40.7,1.4,26.5,Combo_LowStudy_LowConsistency,Attendance_Critical,Consistency_Warning
78.4,39.7,6.3,76.2,5.1,35.4,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
89.4,40.8,11.4,99.8,6.6,83.4,ScreenTime_Critical,Consistency_Success,General_Balanced
50.8,24.8,8.3,96.0,6.2,27.0,Combo_LowStudy_LowConsistency,Attendance_Critical,Marks_Critical
78.4,31.4,18.4,80.5,5.1,55.0,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
84.7,80.6,12.3,42.3,4.5,91.4,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Warning
86.3,28.6,12.1,54.8,2.8,50.6,Combo_HighStudy_LowMarks,Marks_Critical,General_Balanced
96.1,27.2,2.5,90.4,6.9,70.5,StudyHours_Critical,Marks_Critical,ScreenTime_Critical
95.5,74.7,3.3,60.1,3.4,77.4,StudyHours_Critical,ScreenTime_Warning,Attendance_Success
86.6,26.4,10.3,42.8,6.1,57.8,Combo_HighScreen_LowHomework,Marks_Critical,ScreenTime_Critical
74.5,30.8,9.2,87.5,3.2,80.4,Attendance_Critical,Marks_Critical,ScreenTime_Warning
67.9,58.0,4.3,31.3,3.0,79.4,Attendance_Critical,StudyHours_Critical,General_Balanced
81.4,56.3,5.9,83.0,4.6,52.8,Attendance_Warning,StudyHours_Critical,ScreenTime_Warning
87.2,21.4,16.7,91.0,7.5,79.8,Combo_HighStudy_LowMarks,Marks_Critical,ScreenTime_Critical
67.4,45.6,15.6,48.6,7.2,76.8,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
68.1,51.8,19.9,50.2,5.9,74.9,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
76.1,80.3,13.8,97.1,3.0,67.5,Attendance_Warning,Marks_Success,General_Balanced
96.5,83.0,10.9,42.7,2.8,28.3,Consistency_Warning,Attendance_Success,Marks_Success
76.9,43.7,12.8,45.6,6.2,44.4,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Warning
75.1,70.5,16.6,46.8,6.2,39.1,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Critical
90.2,42.3,4.3,90.0,5.7,95.8,StudyHours_Critical,ScreenTime_Critical,Consistency_Success
51.1,69.5,16.5,73.6,1.4,41.6,Attendance_Critical,StudyHours_Success,General_Balanced
75.1,26.6,4.8,49.4,4.6,59.4,Combo_HighScreen_LowHomework,Attendance_Warning,StudyHours_Critical
96.6,68.3,5.6,50.6,3.7,32.3,Combo_LowStudy_LowConsistency,StudyHours_Critical,ScreenTime_Warning
79.4,52.5,10.1,60.9,2.6,33.6,Attendance_Warning,Consistency_Warning,General_Balanced
83.9,33.4,7.2,54.8,1.6,42.6,Attendance_Warning,StudyHours_Critical,Marks_Critical
69.6,58.4,2.6,77.5,1.5,27.3,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
65.2,24.8,3.4,66.5,1.6,73.3,Attendance_Critical,StudyHours_Critical,Marks_Critical
68.5,47.3,12.0,85.9,4.9,74.6,Combo_HighStudy_LowMarks,Attendance_Critical,ScreenTime_Warning
67.0,67.9,13.9,70.0,1.9,77.1,Attendance_Critical,General_Balanced,General_Balanced
50.1,26.8,7.2,85.1,5.2,53.7,Attendance_Critical,StudyHours_Critical,Marks_Critical
90.3,53.5,13.9,49.9,7.1,36.3,Combo_HighScreen_LowHomework,ScreenTime_Critical,Consistency_Warning
59.2,20.8,4.7,82.2,5.7,60.1,Attendance_Critical,StudyHours_Critical,Marks_Critical
69.0,88.5,12.5,66.0,4.4,68.1,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Warning
77.8,76.3,5.5,81.4,3.8,74.5,Attendance_Warning,StudyHours_Critical,ScreenTime_Warning
85.2,83.6,4.9,41.6,5.7,73.5,Combo_HighScreen_LowHomework,StudyHours_Critical,ScreenTime_Critical
89.8,79.1,2.2,60.8,7.1,95.7,Combo_HighScreen_LowHomework,StudyHours_Critical,ScreenTime_Critical
71.8,76.4,15.6,84.9,2.9,29.4,Attendance_Critical,Consistency_Warning,StudyHours_Success
58.2,73.7,19.5,94.2,3.1,17.8,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
51.6,60.8,4.5,66.4,3.0,11.6,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
80.0,46.3,13.7,88.0,7.9,13.1,Combo_HighStudy_LowMarks,Attendance_Warning,ScreenTime_Critical
56.5,85.9,15.0,77.9,3.4,36.8,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
98.8,76.4,4.7,64.4,1.5,78.3,StudyHours_Critical,Attendance_Success,General_Balanced
55.1,52.4,15.3,35.6,2.0,43.3,Attendance_Critical,StudyHours_Success,General_Balanced
61.8,54.0,14.3,91.8,4.3,15.7,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
88.6,67.3,6.4,75.2,5.4,26.4,Combo_LowStudy_LowConsistency,StudyHours_Critical,ScreenTime_Critical
50.7,41.9,16.4,92.8,3.9,62.7,Combo_HighStudy_LowMarks,Attendance_Critical,ScreenTime_Warning
96.1,33.9,6.5,72.6,1.8,41.4,StudyHours_Critical,Marks_Critical,Attendance_Success
76.1,83.6,13.9,44.4,1.9,53.2,Attendance_Warning,Marks_Success,General_Balanced
83.1,32.5,17.4,64.8,1.2,32.3,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
86.1,49.3,3.0,39.7,3.4,46.1,StudyHours_Critical,ScreenTime_Warning,General_Balanced
86.7,44.5,5.1,80.1,1.6,39.3,Combo_LowStudy_LowConsistency,StudyHours_Critical,Consistency_Warning
50.0,84.1,15.9,48.2,1.7,57.8,Attendance_Critical,StudyHours_Success,Marks_Success
98.8,43.9,17.8,99.3,3.6,21.6,Combo_HighStudy_LowMarks,ScreenTime_Warning,Consistency_Warning
74.5,48.4,7.1,86.0,7.6,68.8,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
53.1,42.2,5.8,36.4,7.0,17.9,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
84.7,43.9,14.9,46.1,6.3,32.4,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Warning
61.2,22.5,10.2,72.6,3.1,61.3,Attendance_Critical,Marks_Critical,ScreenTime_Warning
73.9,56.5,10.0,78.7,3.7,41.1,Attendance_Critical,ScreenTime_Warning,General_Balanced
99.8,70.6,13.9,87.0,1.0,45.3,Attendance_Success,General_Balanced,General_Balanced
65.1,80.5,18.7,94.6,5.1,64.1,Attendance_Critical,ScreenTime_Critical,StudyHours_Success
61.0,44.8,18.5,65.5,6.6,76.9,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
79.2,39.8,3.6,31.2,6.4,76.1,Combo_HighScreen_LowHomework,Attendance_Warning,StudyHours_Critical
63.3,79.5,7.3,66.7,6.0,10.7,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
70.9,93.5,4.9,50.8,7.8,82.7,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
90.3,43.0,3.8,56.1,2.6,77.4,StudyHours_Critical,General_Balanced,General_Balanced
97.5,27.6,9.4,71.2,4.3,82.5,Marks_Critical,ScreenTime_Warning,Attendance_Success
77.4,24.4,8.3,83.9,5.6,83.1,Attendance_Warning,Marks_Critical,ScreenTime_Critical
86.4,90.0,14.1,51.4,2.3,55.4,Marks_Success,General_Balanced,General_Balanced
78.8,67.4,6.4,43.1,2.8,74.1,Attendance_Warning,StudyHours_Critical,General_Balanced
89.6,26.1,11.1,56.0,2.8,21.9,Marks_Critical,Consistency_Warning,General_Balanced
72.5,64.9,14.6,69.2,1.8,36.1,Attendance_Critical,Consistency_Warning,General_Balanced
67.2,64.1,8.3,58.7,4.5,88.4,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Warning
83.9,28.3,18.0,43.9,7.3,61.0,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Warning
90.4,22.4,6.0,37.8,4.8,17.3,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,StudyHours_Critical
91.1,67.5,3.8,63.4,5.9,51.1,Combo_HighScreen_LowHomework,StudyHours_Critical,ScreenTime_Critical
60.8,66.7,13.7,53.5,2.2,66.3,Attendance_Critical,General_Balanced,General_Balanced
67.5,25.3,10.0,57.6,3.7,45.4,Attendance_Critical,Marks_Critical,ScreenTime_Warning
71.4,45.0,12.7,91.4,2.0,90.2,Combo_HighStudy_LowMarks,Attendance_Critical,Consistency_Success
73.5,42.4,9.0,34.4,6.9,40.0,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
67.7,35.8,16.7,51.8,1.8,29.0,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
79.3,63.7,4.5,88.8,2.9,97.5,Attendance_Warning,StudyHours_Critical,Consistency_Success
74.8,67.7,7.0,52.6,1.5,46.8,Attendance_Critical,StudyHours_Critical,General_Balanced
61.0,76.9,18.7,45.1,4.4,82.0,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Warning
95.9,20.0,19.7,44.1,2.7,81.8,Combo_HighStudy_LowMarks,Marks_Critical,Attendance_Success
89.3,93.7,6.8,91.1,4.3,85.3,StudyHours_Critical,ScreenTime_Warning,Marks_Success
93.3,54.4,11.9,47.2,1.0,50.9,General_Balanced,General_Balanced,General_Balanced
72.1,62.7,14.4,66.9,7.4,24.4,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
74.9,74.9,10.6,77.8,6.7,75.6,Attendance_Critical,ScreenTime_Critical,General_Balanced
99.1,72.8,19.8,69.9,6.9,24.0,Combo_HighScreen_LowHomework,ScreenTime_Critical,Consistency_Warning
93.1,93.7,4.1,94.4,5.3,76.7,StudyHours_Critical,ScreenTime_Critical,Marks_Success
80.2,73.5,10.0,59.3,5.1,34.0,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Warning
57.4,25.3,13.9,97.8,2.7,82.7,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
92.3,78.8,18.4,93.2,2.7,29.3,Consistency_Warning,StudyHours_Success,General_Balanced
70.3,24.4,11.1,66.7,5.5,85.8,Combo_HighScreen_LowHomework,Attendance_Critical,Marks_Critical
64.8,51.7,10.2,54.9,2.9,27.0,Attendance_Critical,Consistency_Warning,General_Balanced
78.7,64.1,7.7,59.3,3.3,78.6,Attendance_Warning,StudyHours_Critical,ScreenTime_Warning
63.3,57.7,9.3,60.8,1.5,82.1,Attendance_Critical,Consistency_Success,General_Balanced
79.6,32.5,11.3,53.4,7.2,50.0,Combo_HighScreen_LowHomework,Attendance_Warning,Marks_Critical
75.2,46.4,6.3,32.0,6.9,39.9,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Warning
58.8,76.9,11.5,48.6,6.8,36.7,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
95.8,64.0,5.2,85.3,7.8,31.7,Combo_LowStudy_LowConsistency,StudyHours_Critical,ScreenTime_Critical
67.4,21.8,2.7,59.5,3.5,57.0,Attendance_Critical,StudyHours_Critical,Marks_Critical
72.6,77.7,2.8,33.9,5.4,89.6,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
99.4,93.6,10.7,39.7,2.2,84.7,Attendance_Success,Marks_Success,Consistency_Success
98.7,60.6,18.9,56.8,2.0,51.7,Attendance_Success,StudyHours_Success,General_Balanced
74.1,68.1,12.8,97.8,5.5,54.7,Attendance_Critical,ScreenTime_Critical,General_Balanced
72.8,34.5,3.7,69.9,4.5,20.9,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
78.2,57.9,5.6,97.5,2.2,62.0,Attendance_Warning,StudyHours_Critical,General_Balanced
89.2,53.2,9.3,47.7,1.1,91.7,Consistency_Success,General_Balanced,General_Balanced
79.2,62.7,13.3,54.8,2.1,41.9,Attendance_Warning,General_Balanced,General_Balanced
63.5,51.7,12.8,95.0,1.6,39.7,Attendance_Critical,Consistency_Warning,General_Balanced
55.2,22.1,15.3,90.3,3.1,42.9,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
84.3,52.4,2.1,76.1,3.9,53.4,Attendance_Warning,StudyHours_Critical,ScreenTime_Warning
72.6,55.2,17.6,41.6,3.2,29.5,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
86.3,77.9,3.4,35.2,6.6,39.5,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,StudyHours_Critical
68.3,29.1,2.8,93.4,5.3,10.7,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
55.8,51.0,2.7,90.7,5.3,46.8,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
90.8,55.0,6.1,87.1,5.5,40.3,StudyHours_Critical,ScreenTime_Critical,General_Balanced
78.5,76.4,9.8,99.9,2.2,71.8,Attendance_Warning,General_Balanced,General_Balanced
80.8,36.4,8.0,73.0,7.4,47.1,Attendance_Warning,Marks_Critical,ScreenTime_Critical
59.3,84.2,9.2,63.4,7.1,79.9,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
78.3,59.9,12.0,58.7,5.7,80.4,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Critical
95.5,92.6,9.0,39.5,5.8,48.3,Combo_HighScreen_LowHomework,ScreenTime_Critical,Attendance_Success
88.1,34.9,5.7,76.7,7.8,39.0,Combo_LowStudy_LowConsistency,StudyHours_Critical,Marks_Critical
69.7,63.5,9.5,58.6,1.4,60.7,Attendance_Critical,General_Balanced,General_Balanced
51.9,92.1,11.4,90.6,4.9,89.5,Attendance_Critical,ScreenTime_Warning,Marks_Success
89.5,24.8,5.2,84.2,2.0,95.5,StudyHours_Critical,Marks_Critical,Consistency_Success
53.9,76.6,10.4,71.4,2.8,75.4,Attendance_Critical,General_Balanced,General_Balanced
87.1,23.4,19.6,91.2,5.1,48.6,Combo_HighStudy_LowMarks,Marks_Critical,ScreenTime_Critical
67.9,55.6,10.7,90.3,2.1,15.4,Attendance_Critical,Consistency_Warning,General_Balanced
68.4,93.1,13.5,82.4,6.7,97.5,Attendance_Critical,ScreenTime_Critical,Marks_Success
97.4,90.1,18.2,37.7,7.5,73.8,Combo_HighScreen_LowHomework,ScreenTime_Critical,Attendance_Success
71.0,42.2,7.8,50.9,4.2,23.2,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
72.8,71.7,3.7,86.9,7.2,98.4,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
51.4,26.5,10.9,66.2,7.7,61.6,Combo_HighScreen_LowHomework,Attendance_Critical,Marks_Critical
78.4,63.4,11.9,70.6,4.9,82.8,Attendance_Warning,ScreenTime_Warning,Consistency_Success
83.4,37.4,6.0,94.2,7.4,11.5,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
96.0,66.9,15.9,99.8,6.1,33.0,ScreenTime_Critical,Consistency_Warning,Attendance_Success
71.6,73.1,16.1,75.7,1.9,10.1,Attendance_Critical,Consistency_Warning,StudyHours_Success
90.8,70.0,7.7,83.7,5.3,66.9,StudyHours_Critical,ScreenTime_Critical,General_Balanced
75.1,65.9,9.2,43.3,3.1,61.5,Attendance_Warning,ScreenTime_Warning,General_Balanced
79.5,51.7,20.0,71.5,2.8,51.2,Attendance_Warning,StudyHours_Success,General_Balanced
71.8,32.6,16.3,55.5,1.4,83.9,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
69.6,79.6,9.7,75.5,3.0,74.8,Attendance_Critical,General_Balanced,General_Balanced
62.8,65.1,3.0,70.9,4.2,29.1,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
54.2,20.8,15.4,87.4,2.2,48.0,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
96.0,91.2,18.9,58.4,7.5,27.0,Combo_HighScreen_LowHomework,ScreenTime_Critical,Consistency_Warning
95.6,55.0,11.0,54.8,5.9,32.3,Combo_HighScreen_LowHomework,ScreenTime_Critical,Consistency_Warning
62.6,53.0,9.8,46.4,4.3,21.7,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
57.3,40.5,10.5,69.0,7.7,91.0,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
95.4,54.6,9.3,51.1,2.0,84.8,Attendance_Success,Consistency_Success,General_Balanced
89.9,22.0,12.5,59.9,3.3,36.6,Combo_HighStudy_LowMarks,Marks_Critical,ScreenTime_Warning
79.0,76.1,2.0,89.9,1.5,36.0,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
99.3,69.1,11.3,40.6,3.8,78.8,ScreenTime_Warning,Attendance_Success,General_Balanced
71.3,56.9,16.2,51.6,7.0,77.2,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
65.8,86.3,18.0,89.1,1.0,88.1,Attendance_Critical,StudyHours_Success,Marks_Success
69.8,29.7,9.1,91.3,3.9,82.9,Attendance_Critical,Marks_Critical,ScreenTime_Warning
58.9,84.0,7.6,71.1,5.9,77.6,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
68.0,61.7,3.7,91.8,2.2,45.3,Attendance_Critical,StudyHours_Critical,General_Balanced
80.6,37.5,6.1,42.7,3.6,49.7,Attendance_Warning,StudyHours_Critical,Marks_Critical
82.8,40.2,9.6,39.3,7.0,59.8,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Critical
52.1,30.0,3.2,68.6,1.2,35.4,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
71.1,38.8,10.0,91.0,5.0,48.3,Attendance_Critical,Marks_Critical,ScreenTime_Critical
63.5,59.6,19.4,53.8,5.6,76.0,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
93.8,86.3,16.6,35.3,7.1,61.4,Combo_HighScreen_LowHomework,ScreenTime_Critical,StudyHours_Success
53.5,72.1,2.2,49.1,7.3,68.8,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
66.4,46.7,6.3,81.7,3.0,32.3,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
79.5,61.8,19.7,56.0,7.8,30.5,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Critical
98.9,78.3,19.6,94.8,1.1,88.9,Attendance_Success,StudyHours_Success,Consistency_Success
92.7,23.5,5.0,87.9,6.0,93.8,StudyHours_Critical,Marks_Critical,ScreenTime_Critical
96.5,45.6,11.7,46.8,2.9,24.1,Consistency_Warning,Attendance_Success,General_Balanced
95.1,88.4,12.0,90.9,5.4,16.1,ScreenTime_Critical,Consistency_Warning,Attendance_Success
